question_code,source_year,source_type,knowledge_point,question_text,answer_text,image_path,language,favourite
PGA-SAM24-Q04,2024,Sample Paper,Arrays;Simple Algorithms,"Question 4: Array Manipulation and Sorting [6 Marks]
Problem:
Write a C program that reads 10 integers into an array, sorts the array in ascending order, and then print the sorted
array to the screen.
Instructions:
- Read 10 integers from the user into an array.
- Sort the array in ascending order using any sorting algorithm.
- Print every item in the sorted array.","Solution:
[Comprehension, Application](Difficulty level: medium)
#include <stdio.h>

void sort(int arr[], int size) {
    for (int i = 0; i < size - 1; i++) {
        for (int j = 0; j < size - 1 - i; j++) {
            if (arr[j] > arr[j + 1]) {
                int temp = arr[j];
                arr[j] = arr[j + 1];
                arr[j + 1] = temp;
            }
        }
    }
}

int main() {
    int arr[10];
    printf(""Enter 10 integers: "");
    for (int i = 0; i < 10; i++) {
        scanf(""%d"", &arr[i]);
    }
    sort(arr, 10);
    for (int i = 0; i < 10; i++) {
        printf(""%d\t"", arr[i]);
    }
    return 0;
}

Marking Scheme: 2 marks for successfully implementing each of the instructions.",,C,0
PGA-SAM24-Q05,2024,Sample Paper,Characters and Strings;Iteration,"Question 5: Write a C program that counts the number of English alphabetic characters in a given string. The
program should prompt the user to input a string, then iterate through each character to count how many are
English letters (both uppercase and lowercase). Finally, it should display the total count of English alphabetic
characters. The program must not use any built-in string manipulation and character handling functions. You can
assume that the input string will contain no more than 1000 characters.
[8 Marks]","Solution:
[Application](Difficulty level: hard)
#include <stdio.h>

int main() {
    char str[1000];
    int i = 0, count = 0;

    printf(""Enter a string: "");
    fgets(str, sizeof(str), stdin);

    while (str[i] != '\0') {
        if ((str[i] >= 'A' && str[i] <= 'Z') || (str[i] >= 'a' && str[i] <= 'z')) {
            count++;
        }
        i++;
    }

    printf(""Number of English characters: %d\n"", count);
    return 0;
}

Marking Scheme: 1 mark for properly declaring the array. 2 marks for properly taking input. 2 marks for properly
writing the loop. 2 marks for properly writing the selection statement for English letter identification. 1 mark for
printing the number of characters in the input string.",,C,0
PGA-SAM25-Q01I,2025,Sample Paper,Operators,"Question 1.i: What will be the output of the following code snippet?
#include <stdio.h>
int main() {
    int a = 5, b = 2;
    printf(""%d"", a / b);
    return 0;
}

a. 2.5
b. 2
c. 3
d. Compilation error
[1 Mark]","Answer:
[Application] (Difficulty level: medium)
b [1 Mark]",,C,0
PGA-SAM25-Q01II,2025,Sample Paper,Miscellaneous,"Question 1.ii: Which of the following statements about the static keyword in C is correct?
a. It limits the scope of a variable to the current file only.
b. It limits the scope of a variable to the current function and maintains its value
between function calls.
c. It makes a function visible to other files.
d. It allocates memory on the heap.
[1 Mark]","Answer:
[Comprehension] (Difficulty level: easy)
b [1 Mark]",,C,0
PGA-SAM25-Q01III,2025,Sample Paper,Characters and Strings;Iteration,"Question 1.iii: What is the output of the following code?
#include <stdio.h>
int main() {
    char s[] = ""Hello"";
    int i = 0;
    while(s[i]) {
        printf(""%c"", s[i++]);
    }
    return 0;
}

a. H
b. H e l l o
c. Hello
d. Compilation error
[1 Mark]","Answer:
[Application] (Difficulty level: medium)
c [1 Mark]",,C,0
PGA-SAM25-Q01IV,2025,Sample Paper,Functions 2,"Question 1.iv: Given the following function, what will be printed when func(5) is called?
void func(int n) {
    if (n > 0) {
        func(n - 1);
        printf(""%d"", n);
    }
}

a. 5 4 3 2 1
b. 1 2 3 4 5
c. 5
d. 1 5
[1 Mark]","Answer:
[Application] (Difficulty level: medium)
b [1 Mark]",,C,0
PGA-SAM25-Q01V,2025,Sample Paper,Pointer 1,"Question 1.v: Consider the following code for pointer arithmetic. What is the output?
#include <stdio.h>
int main() {
    int arr[] = {1, 2, 3, 4, 5};
    int *p = arr;
    printf(""%d"", *(p + 3));
    return 0;
}

a. 1
b. 3
c. 4
d. 5
[1 Mark]","Answer:
[Application] (Difficulty level: medium)
c [1 Mark]",,C,0
PGA-SAM25-Q02,2025,Sample Paper,Pointer 1,"Question 2: What is a NULL pointer in the C programming language? Is it equivalent
to an uninitialized pointer? Provide code examples for both.
[5 Marks]","Answer:
[Knowledge, Comprehension, Application] (Difficulty level: easy)
A NULL pointer in C is a pointer that does not point to any valid memory address or object. The value
of a NULL pointer is defined by the macro NULL (usually zero), indicating that the pointer is
intentionally set to have no reference. This is useful for checking whether a pointer is pointing to
something valid or not.

Example of a NULL pointer:

#include <stdio.h>

int main() {
    int *p = NULL;
    if (p == NULL) {
        printf(""Pointer p is NULL and does not point to any memory location.\n"");
    }
    return 0;
}

Is it equivalent to an uninitialized pointer?

No, a NULL pointer is not equivalent to an uninitialized pointer.
- NULL pointer: Is explicitly assigned the value NULL, indicating it points to nothing.
- Uninitialized pointer: Is not assigned any value, so it holds an unpredictable, garbage address
  (whatever happened to be in that memory location). Using an uninitialized pointer is dangerous
  and can cause bugs or crashes.

Example of an uninitialized pointer:

#include <stdio.h>

int main() {
    int *q;
    printf(""%d"", *q);
    return 0;
}

Marking Scheme: 1 mark for defining the NULL pointer, 1 mark for its code example, 2 marks for writing their
differences, and 1 mark for the code example of uninitialized pointer.",,C,0
PGA-SAM25-Q03,2025,Sample Paper,Arrays;Iteration,"Question 3: Error Identification and Correction
The following C program is designed to count and print the number of even numbers
in an array entered by the user. However, it contains several errors. Identify and
correct these errors. Explain each correction that you made.
[5 Marks]

1 #include <stdio.h>

2 int main() {
3 int n, i, count;
4 int arr[10];
5 printf(""Enter number of elements (not more than 10): "");
6 scanf(""%d"", n);

7 printf(""Enter %d integers:\n"", n);
8 for (i = 1; i <= n; i++) {
9      scanf(""%d"", arr[i]);
10 }

11 for (i = 0; i < n; i++);
12     if (arr[] % 2 == 0)
13        count++;

14 printf(""Number of even numbers: %d"", count);
15 return 0;
16 }","Answer:
[Comprehension, Application](Difficulty level: medium) Error Identification:

1. Missing address operator in scanf for variable n in line 6:
Should be scanf(""%d"", &n); not scanf(""%d"", n);
2. Array input loop starts at index 1 and goes to n (inclusive) in line 8:
Should be for(i = 0; i < n; i++) to cover valid indices 0 to n-1.
3. Missing address operator in scanf for array input in line 9:
Should be scanf(""%d"", &arr[i]); not scanf(""%d"", arr[i]);
4. Uninitialized variable count before line 11:
The count variable is not initialized, leading to garbage value. Should have count = 0; before
using.
5. Semicolon after the for loop causes an empty loop and incorrect even counting in line 11:
The line for(i = 0; i < n; i++); has a semicolon at the end, making the
subsequent if statement apply only once with i==n. Should remove the semicolon.
6. Array index is missing in line 12:
Should be if(arr[i] % 2 == 0) not if(arr[] % 2 == 0) to select individual elements from the
array.

Corrected Code:
1 #include <stdio.h>

2 int main() {
3 int n, i, count;
4 int arr[10];
5 printf(""Enter number of elements: "");
6 scanf(""%d"", &n);

7 printf(""Enter %d integers:\n"", n);
8 for (i = 0; i < n; i++) {
9      scanf(""%d"", &arr[i]);
10 }

11 count = 0;
12 for (i = 0; i < n; i++)
13     if (arr[i] % 2 == 0)
14        count++;

15 printf(""Number of even numbers: %d"", count);
16 return 0;
17 }

Marking Scheme: 0.5 mark for identifying each error of any five errors in the program, and 0.5 mark for correcting
each of the errors and providing explanations.",,C,0
PGA-SAM25-Q04,2025,Sample Paper,Arrays;Simple Algorithms;Iteration,"Question 4: Array Manipulation and Counting [7 Marks]
Problem Statement: Write a C program that reads an integer array of size n (where 2 <= n <= 20)
from the user, then determines and displays all unique pairs of elements whose sum is equal
to a given target value (also input by the user).
For each pair, print the indices of the two elements (indices start at 0) and their values. If no
such pairs are found, print an appropriate message.","Answer:
[Comprehension, Application] (Difficulty level: hard)
#include <stdio.h>

int main() {
    int n, arr[20], target, i, j, found = 0;

    printf(""Enter number of elements: "");
    scanf(""%d"", &n);
    if (n < 2 || n > 20) {
        printf(""Invalid size. Please enter n between 2 and 20.\n"");
        return 1;
    }

    printf(""Enter array elements: "");
    for (i = 0; i < n; i++)
        scanf(""%d"", &arr[i]);

    printf(""Enter target sum: "");
    scanf(""%d"", &target);

    printf(""\nPairs with sum %d:\n"", target);
    for (i = 0; i < n - 1; i++) {
        for (j = i + 1; j < n; j++) {
            if (arr[i] + arr[j] == target) {
                printf(""Indices: %d, %d => Values: %d, %d\n"", i, j, arr[i], arr[j]);
                found = 1;
            }
        }
    }
    if (!found)
        printf(""No pairs found with the given sum.\n"");

    return 0;
}

Marking Scheme: correct input & validation - 2 marks, nested loop logic for unique pairs - 2 marks, correct
sum check - 1 mark, clear output (pairs or message) - 2 marks",,C,0
PGA-SAM25-Q05,2025,Sample Paper,Structures,"Question 5: Explain with an example how a nested structure (structure within a
structure) can be defined and used in C to represent hierarchical data.
[3 Marks]","Answer:
[Knowledge](Difficulty level: easy)
In C, nested structures allow hierarchical organization of data by including one structure as a member
of another. This is useful for representing entities that have sub-attributes grouped together.

Example:

struct Date {
    int day;
    int month;
    int year;
};

struct Employee {
    char name[50];
    int id;
    struct Date joining_date;
};

Here, the Employee structure contains a Date structure for the joining date. This approach makes
managing complex, related data more organized and efficient.

Marking Scheme: 1 mark for explaining the nested structure, 1 mark for defining the inner structure, and 1 mark for
defining the outer structure.",,C,0
PGA-AI-Q01,2026,AI,Fundamental; Operators;,"Write a C program that asks the user to input the radius of a circle as a floating-point number. Calculate the area and circumference using the constant Pi (3.14159), and print the results formatted to 3 decimal places.","#include <stdio.h>

int main() {
    float radius, area, circumference;
    const float PI = 3.14159;

    printf(""Enter the radius of the circle: "");
    scanf(""%f"", &radius);

    area = PI * radius * radius;
    circumference = 2 * PI * radius;

    printf(""Area of the circle: %.3f\n"", area);
    printf(""Circumference of the circle: %.3f\n"", circumference);

    return 0;
}",,,
